C_Name,P_Name,P_id,Sal,Sal1,Sal2,Sal_Avg,Work_Year,Description
口袋零钱,数据分析,3720359,8k-15k,8,15,11.5,1-3年,"五险一金,节日福利,加班补贴岗位职责：1、 对客户交易明细（金额、商户数、周期交易金额等）方面的数据进行分析和提炼，编写数据分析报告； 2、 根据行业现状，主动发现问题，形成有效的数据分析方案，推动数据分析结果的应用落地。任职要求：1、学历背景：本科及以上学历，统计学、数学、财务、会计等相关专业优先； 2、专业技能：精通SPSS分析软件、Excel等office软件； 3、有严谨客观的分析态度、拥有敏锐的洞察、分析能力。公司视人才为企业发展的根本，并竭尽所能为每一位员工提供实现自身价值、提升自身能力的机会，搭建事业提升的平台。口袋零钱全体同仁欢迎您的加盟，期盼与您一起共创美好明天！我们的福利：1、上班时间：8：30-18：00（公司给每位员工发放午休床，双休工作制） 。2、社会保障：公司入职即为员工购买五险一金。3、各类福利：公司给正式员工发放各类贺金（生育、婚礼），过节费（节日），慰问金（生病住院）等。4、带薪年假：只要在口袋零钱工作满一年，您将拥有5-10天的带薪年假，快乐工作，快乐旅游吧！5、不定期举办各类体育活动。6、节假日聚餐：逢重大节日，我们将欢聚一堂，吃吃喝喝话家常！关于薪酬：1、基本工资、绩效工资、项目奖金、年底奖金。2、按不同的工作体系，有年度奖金或项目奖金、优秀员工奖金。公司地址：广州市天河区五山路371之一号中公教育大厦2110。交通指引：1、地铁3号线五山站C出口，往右直走，会经过华南理工大学，不用进去，沿着右边继续往前走500米左右即到。附近公交站名是“华工大”途经的公交车线路有B10，78、218、775、41、197，20，78A等。"
Bigo,高级数据分析师,4357613,20K-40K,20,40,30.0,不限,"福利待遇好,团队氛围好,五险一金,酷炫岗位职责：1，负责海外短视频&直播产品数据监控、挖掘、分析，从数据侧定位产品问题，推动解决方案落地。2，负责数据驱动用户增长方案的制定，以及协调产品团队落地。3，负责短视频&直播日常报表、埋点，以及日常版本的效果验证。岗位要求：1，大学本科及以上学历，计算机背景优先；2，有移动互联网2C产品数据分析工作经历；3，熟练使用SQL及报表工具；4，极强的逻辑思维和推导能力；5，有极强的探索欲和主动性；6，抗压能力强。"
赛百威,数据分析工程师,3595682,5k-7k,5,7,6.0,1-3年,"周末双休,五险一金,免费班车,餐费补贴职位描述：1.负责根据客户需求进行数据处理分析和报表开发，为客户提供优质的报表服务；2.负责数据应用系统的数据维护与支持，系统中进行数据导入和处理，并负责解决用户的数据技术问题；3.负责与各部门沟通，融合、分析数据并将数据可视化4.完成上级交办的其他事宜；任职资格：1.国家正规院校毕业，本科或以上学历，计算机、通信工程、数学、统计学、物流管理或工商管理类专业；2.对数据敏感，较好的数据分析处理能力,熟悉SQL、Excel操作；3.熟悉常用的数据库查询表结构的处理及写脚本；4.具有较强的学习能力、良好的沟通能力和应变能力；5.具有较好的英文读写能力；"
冰河时代,资深数据分析师,4298835,25k-40k,25,40,32.5,3-5年,"弹性上班,高薪酬,高发展,知名电商（偏APP产品分析，偏市场分析，偏社交运营分析均可投递；能力高薪资放开）1、统筹公司指派的活动项目，策划方案并落地，达成业务指标； 2、根据公司战略和方向，进行业务规划，推动产品相应优化； 3、完成相关日常运营工作，保证用户体验；4、沉淀和总结运营方法论，优化项目流程，扩展业务使用场景，对公司业务关键数据提升做出贡献； 5、管理团队，培养梯队，培训新人。（熟练使用SQL/SAS，熟悉至少一种数据库软件，如：oracle、mysql、sql server等，熟悉hadoop者优先）"
志鸿物流,数据分析工程师,2845694,15k-25k,15,25,20.0,3-5年,"五险一金,创业型企业,平台空间大,股权激励岗位职责：1、决策支持。为公司各业务部门提供报表开发以及支撑公司各业务部门的运营需求等；2、主导业务专题分析。为公司各部门分析业务状况，推动业务部门的优化；3、参与量化模型开发与维护。为市场、风险等核心业务部门提供模型支持；4、数据抽取ETL工作；5、能根据业务团队的分析需求开发报表；6、数据仓库主题设计，核心表设计。任职要求：1、数学、统计学本科及以上学历，硕士学历优先考虑；2、3年以上互联网、金融行业数据分析、数据挖掘工作经验；3、熟悉决策树、时间序列模型、回归分析模型、聚类挖掘、贝叶斯、关联规则挖掘等数据统计模型和挖掘技术，并有独立完整的建模实践经验；4、精通 python,R等语言，熟悉Java更佳；5、能熟练使用Kettle等ETL工具；6、能熟练编写优化sql语句，了解MySQL等常见关系型数据库，熟悉shell编程；7、独立报表能力，能根据业务需要设计和产生报表；8、熟悉数据仓库，并参与过数据仓库的搭建工作者优先。"
TCL金融控股集团,数据分析专员,4045992,6k-12k,6,12,9.0,1-3年,待遇佳福利好平台广工作内容/职位描述：  1.  熟练使用SQL语句按照业务提供的逻辑，按要求进行数据提取； 2.  为日常运营、商业决策提供数据维护和报表管理； 3.  发现主要业务指标数据异常波动，负责原因查找并汇报； 4．搭建业务指标体系，根据业务需求，提供合理的指标模型并设计优化；5.  基于监控指标体系，及时发现与定位业务问题； 任职资格： 1. 2年以上数据业务分析经验，本科以上学历，统计学、应用数学或相关专业优先2. 熟练使用Excel和 SQL，对数据分析工具有一定了解（R、WEKA、SPSS等）；3. 能够基于数据库提取数据、维护业务日报、周报等报表，并能定期整合做趋势的分析；4. 快速理解业务， 对业务逻辑和数据变化敏感，具备优秀的逻辑分析能力5. 优秀的沟通能力，敏锐的洞察力和解决问题的能力，学习能力及表达能力强6．有金融行业，对公业务工作经验优先。
聚云贤文化艺术,数据分析专员,4396924,2k-4k,2,4,3.0,1-3年,"带薪假期,五险,全勤奖,绩效奖金职责描述：1.制定公司的市场项目数据采集与分析策划，进行数据采集、分析和统计；2. 能应用软件进行数据分析和综合数据处理，加工成有用的信息提供领导进行决策；3.  配合并优化已有系统管理进行线上数据收集；4.  负责运营及市场推广的数据表，并进行系统的数据分析工作。任职要求：1.有制作分析报告经验，熟悉EXCEL 等统计分析软件，对数据敏感；2.熟悉数据分析与数据挖掘理论，互联网应用技术知识、网络知识，了解互联网营销；3.熟悉基础网络开发、网站运营，理解Web产品。"
佛山市宝诗龙精密五金有限公司,数据分析,4461989,10k-12k,10,12,11.0,1-3年,"周末双休,六险一金,年底发展奖（注：此岗位长期驻点广发证券工作）岗位职责：1.与业务部门沟通，确定需求边界，根据客户的表述进行需求文档的编写和需求的拆分；2.配合公司业务人员获取需求及需求可行性研究；3.参与整个产品开发流程，参与部分测试工作。4.参与需求调研和产品定义评估，业务需求讨论与设计，协助进行功能原型设计； 5.根据用户提出的需求定义实现详细需求分析文档、用户手册编写； 技术技能必备要求：1.全日制本科及以上学历，并获得本科及以上学位；2.熟悉证券公司或银行业务知识，能够理解风险管理功能相关需求；3.优秀的文字表达及文档编写、业务理解、沟通能力，能快速把握需求核心要点；4.熟悉软件需求获取与分析方法，具有常用数据库SQL编写及数据分析能力；5.较强的团队协作精神，有效的沟通技巧，在团队协作中具有精炼思维和解决复杂问题的能力，具备良好的学习能力，责任心强。"
亚信,数据分析师,4081993,10k-20k,10,20,15.0,3-5年,"弹性工作,补充医疗岗位职责：1）负责数据，包括大数据的分析、挖掘建模与应用支撑；2）须同时负责多项目的数据分析支撑，包括电信运营商及其他行业，与运营咨询顾问一起，确保项目的顺利实施；3）保持与客户及合作团队的良好沟通，负责数据建模的业务解释。任职要求：1）熟悉数据库、大数据，熟练使用SPSS（SAS/R）、SQL等数据分析及建模工具，具有数据挖掘的丰富知识和经验；2）具有通信、金融或互联网等行业工作经验者优先；3）具有咨询公司工作经验者优先。"
车主无忧,高级数据分析师,4364941,15k-25k,15,25,20.0,3-5年,"大牛多,领导nic,双休弹性工,福利齐全职位描述：1.能利用数据分析手段，对多种数据源的进行深度诊断性组合分析、挖掘、深度分析，并通过分析潜在业务机会给出建议；2.应用机器学习、文本挖掘等技术，对海量数据进行挖掘，发现其潜在关系，为公司运营决策、产品方向、销售策略提供数据支持及建议；3.配合业务部门的项目给予数据支持，或负责及参与跨部门等大型项目的推进获得结果；4.通过大数据挖掘用户群体行为和属性特征，帮助业务更好的理解客户；任职条件：1.具备大数据的处理能力，掌握hive、SQL等相关数据提取工具，熟练操作excel、SAS/SPSS、PPT等工具；2.良好的数据敏感度,能从海量数据提炼核心结果；有丰富的数据分析、挖掘、清洗和建模的经验；3.具备良好的抗压能力、沟通能力、逻辑思维能力，有独立开展分析研究项目经验；4.数学、统计、计算机等相关专业优先；5.拥有一定的团队管理及项目管理经验。"
租租车,数据分析工程师,4423334,8k-10k,8,10,9.0,1-3年,"年终奖,境外旅游,周末双休,下午茶岗位职责：  1、负责客服中心各类相关数据的收集、整理、统计及分析 , 定期完成日、周、月、季报等数据报告工作 ; 2、负责相关业务数据拉取与整理，对多种数据源进行深度诊断性组合分析、挖掘、建模，出具数据报告，为客服中心整体运营提供数据支持； 3、负责绩效方案的制定及执行，发现绩效中的问题及时提出改善方案； 4、从客户体验角度分析客服中心服务过程和结果数据，推动流程改善； 5、各项宏观指标的分析，对整体客服中心的运营管理进行数据上的监控； 6、各类报表模板的制定和优化，撰写运营分析报告； 7、协助团队主管，经理推进各项改善，持续改进工作流程。 岗位要求：  1、本科及以上学历，数学或统计学相关专业； 2、具备较强的数据分析及处理能力，熟练运用Excel ; 熟悉SQL以及至少一个RDBMS(Oracle/Postgresql/Mssql/Mysql) , 熟悉PG优先 ；  3、熟练掌握数据分析技术，数据分类、聚类、时间序列、回归等主流算法，至少对其中一种算法有深入理解； 4、对数据敏感、逻辑性强，分析问题客观有依据； 5、较强的成本节约意识； 6、责任心强，抗压能力强，较强的沟通和团队协作能力；较强的组织及实时管理能力； 7、较强的英文读写能力,能独立阅读英文技术文档 ，听说能力熟练者优先考虑。"
礼德财富,数据分析师,4469527,10k-15k,10,15,12.5,3-5年,"五险一金,年终奖金,带薪年假,周末双休职位说明：1、负责产品中各指标的统计，并进行监测分析业务运营情况，对数字保持高度敏感性；2、定期输出对接部门相关的报告，汇报每月对接部门运营情况，推动对接部门的业务优化；3、负责专项业务的分析与预测，KPI指标的制定与分解；4、专题分析，提供决策层，管理层和执行层所需的各类数据提取，专项分析和建议；5、发现公司产品的的业务风险和机会，及时回避风险提高资金回报率。职位要求：1、 本科以上学历，数据分析专业相关；（理学、统计学、应用数学、数据挖掘专业优先）2、 具有优秀的学习能力，条理清晰，有良好的表达能力及沟通能力，有较强的组织语言文字功底，数据分析和逻辑能力；3、 做事认真细心，有上进心，有责任感，能承受工作压力，适应互联网公司的快节奏；4、 熟悉SQL Server、Mysql、spss、Python、office等微软数据库（熟悉SQL 、Server 或 Mysql 优先）"
路客,数据分析专员,4469796,8k-15k,8,15,11.5,1-3年,"数亿融资,共享民宿,发展迅速,五险一金岗位职责：1、对客户运营数据进行监测、追踪并及时发现异常并开展分析；2、协助搭建内部数据监控、完成对各项数据的定义、建模；3、支撑业务和运营部门的各类需求，包括：临时数据提取、常规通报、专题分析等。任职要求：1）本科及以上学历，会计、统计、数学、计算机、理工类等相关专业；2）2年以上数据分析工作经验，零售、互联网、通信、金融行业背景优先；3）有较强的团队沟通协调能力，能独立完成专题分析项目；4）熟练使用excel公式和数据透视表，掌握至少一种统计分析工具；5）较好的PPT制作及报告能力。"
奥园奥买家,数据分析师,1489128,10k-20k,10,20,15.0,3-5年,以上市企业为依托岗位职责：1、在网站运营和营销传播两个方向上为客户提供数据分析服务，并根据数据分析结果提出业务策略建议； 2、为客户定制研究项目解决方案，并带领团队实施方案，承担项目的时间管理及成果质量把控； 3、 独立完成项目方案设计，时间计划和人员管理，项目成果质量的把控； 4、 有较强的行业把控能力，能够根据公司数据资源策划行业研究课题和方案，并带领团队执行。 任职要求：1、本科及以上学历，统计学、概率学、计算机信息管理等相关专业；2、3年以上媒体网站、电商网站、网络营销数据分析岗位相关工作经历；3、有丰富的跨团队、跨部门的项目资源整合能力，能够独立或带领小组执行项目；4、精通Excel和SPSS等常用数据处理工具；
嘉骏丽和,【神马惠选】急招数据分析专员,4085842,3k-5k,3,5,4.0,1年以下,"行业前景强,员工福利好,创业型团队,上升速度快神马惠选——基于国内最大的跨境日用品运营商和麦贺达集团，运用分享经济的原则，致力于打造国内最大的进口日用品平台；价格亲民，简单分享，满足个人创业者、宝妈、白领、大学生等群体手机购物自用省钱，分享赚钱的新零售社交电商平台  神马惠选位于广州市汉溪长隆地铁站旁，背靠著名的广州长隆旅游区。作为最大的进口日化用品运营商——和麦贺达集团旗下唯一新零售社交电商平台，依托集团十年来清晰、完善的原装进口品牌运作、商品供应与销售支持优势，神马惠选专注于为消费者提供优质的进口日化产品，经营范围包括口腔护理、女性护理、洗护沐浴、衣物清洁、家居清洁、面膜系列、皂类、面部清洁、婴童护理九大类。主要合作公司涵盖欧美、日韩等多个国家和地区，品牌总量达200多个，单品数量达2000多个。秉承着【把最实惠、最有品质的日用品带给千家万户】的平台发展理念，神马将持续在全球挖掘畅销、安全、高性价比的优质日化品牌资源，通过独创的分享经济模式，积极改善国内消费者的生活品质。公司诚挚邀请有创业精神、有创新想法的小伙伴加入神马大家庭，和我们一同推进【跨境电商，品质生活】的发展！ 我们急需这样的你：岗位：电商销售部-数据分析专员 我们希望你能完成：1、 熟悉六大电商运营报表（交易数据、流量价值表、复购率表、复购周期表、活动运营数据表、复盘数据表）；2、根据各维度数据变化即时给予运营与活动专员数据结果与提升建议；3、报表：日报、周报、月报、时段报表、地域报报等，提交数据至上级；4、竞争对手数据扫描、数据分析；5、运营计划匹配，制定数据执行方案。我们希望你具备这样的条件：1.大专以上学历，一年以上相关推广经验；2.熟悉流量分析软件，对店铺的各数据进行分析；3.有计划有想法有强烈的责任心、进取心和事业心，有团队合作精神；4.对数据敏感、有一定的逻辑思维、善于总结分析数据。员工特别福利：公司任人唯贤，提供有竞争力的薪酬机制和上升通道！作为优质、高效、充满活力的创业型团队，我们希望所有致力于和神马一同进步的小伙伴能享受更丰厚更无忧的生活。除五险一金、节假长休等应享受待遇外，神马创始人团队特为每一位员工准备了包括员工生日礼金、父母、配偶及子女生日礼金，新婚庆贺金、劳保福利、父母礼孝金、父母体检、节日礼金、餐饮补助、学车补助、员工体检、健康礼包等等等等员工福利大礼包！"
荔枝,资深数据分析工程师,4170790,15k-30k,15,30,22.5,5-10年,亿级产品，团队nice，领导nice岗位职责：1、负责产品的数据平台搭建和共享，建立和完善产品的数据运营体系；2、理解业务和用户需求，满足业务运营分析需求，洞察业务中的核心痛点和改善机会；3、参与数据产品与应用的数据研发，发掘数据商业价值，打造极致体验的数据产品；4、负责以数据驱动业务增长，把结论应用到产品/系统的优化；岗位要求：1、5年以上互联网数据分析经验，有数据驱动业务产生积极影响的工作经验；2、熟悉Hadoop、Hive、Spark、kafka等大数据技术；3、熟练使用Python/Java或其他语言进行复杂业务逻辑的数据处理工作，具备海量数据处理以及性能优化的能力；4、对MySQL、Redis等数据库有一定的了解和使用经验；熟悉TiDB更好。5、扎实的数学基础，包括概率／统计／代数等，独立主导和统筹过项目者优先。6、思路清晰，具备良好的沟通能力和理解能力，较强的学习能力以及快速解决问题的能力；7、对新技术，新事物有很好的探索和求知欲。
尚德机构,数据专员\数据分析师,4053800,4k-5k,4,5,4.5,不限,"平台大,福利好,年轻团队,晋升快工作岗位:1、负责完成数据库资源建设、数据库统计、分析、报告撰写等相关工作2、按时间要求完成所有项目的内部报表和外部报表、并进行报表数据的整合与管理3、根据需要，对各项进行数据分析工作，协助进行项目的运营管理4、呼叫中心各KPI数据的收集、分析、预警、推动业务负责人做不达标KPI改善5、各类业务数据分析汇总、趋势分析，为流程改善和业务发展提供数据支持任职要求：1、大学本科以上学历，以计算机、统计相关专业为主2、熟练使用Excel，SPSS等相关软件3、具备半年或者以上的呼叫中心相关工作经验优先4、具备很强的敬业精神5、具有良好的问题分析能力、对数字敏感、熟练使用Office和统计工具软件6、具有良好 的条理性和逻辑分析能力【薪资福利待遇】1.入职即购买五险一金；2.转正后可免费申请公司业务范围之内的所有培训课程（教师、会计、建造、人力资源，学历提升等12大职业晋升课程），直到学完拿到资格证书为止；3.春节假期长达14天！（除享有国家法定节假日外，额外再享有带薪年假）；4.享受员工生日PARTY以及精美生日礼品；5.舒适整洁的工作环境，轻松愉快的工作氛围。"
晓教育,运营分析专员/数据分析专员（10人课堂）,4300800,5k-10k,5,10,7.5,1-3年,"五险一金,年度体检,员工旅游,节日福利岗位职责：1.维护公司运营指标体系，针对各个业务线建立数据分析模型，书写专业的数据报告，监控业务监控度；2.收集数据分析需求，设计数据分析、数据挖掘模型、协助完成产品研发；3.对接产品和研发，实现数据采集指标落地，分析系统和数据库运维及优化工作；4.对业务运营给予支持，通过数据分析定位业务发展的问题，挖掘业务发展潜力；负责数据平台和数据产品的使用培训和推广，推动数据化运营；5.辅助各层次各岗位指标考核取数。任职资格：1.本科或以上学历，有学教育培训机构相同工作经验者优先； 2.具备相关数据分析及挖掘工作经验；3.掌握相关数据分析工具，擅长PPT制作；4.热爱数据相关工作、有钻研精神；5.良好的沟通能力及团队合作精神，较强的抗压能力。公司福利：1.     上班时间：5天制，7.5小时工作制。2.     法定假期：按国家统一规定员工享有法定节假日。3.     带薪年假：员工可享受最高15天的带薪年假。4.     五险一金：为员工提供社会保险及公积金福利。5.     幸福基金：为员工提供低息借款，解决购房、购车、结婚等大额支出困难。6.     心基金：为困难员工提供爱心资助，帮助员工及其家人度过难关。7.     节日福利：春节、三八、端午、中秋节、教师节等，公司发放节日礼品。8.     年度体检：为员工提供年度免费体检。9.     定期团建：烧烤、唱K、聚餐等，增强团队凝聚力。10.  员工旅游：一年/次，走遍国内外（如英国、泰国、日本、海南、云南、西藏等）。11.  轻松氛围：全天候无限量零食及自磨咖啡供应；每周水果下午茶；每月不同主题生日趴。12.  工作环境：坐标广州CBD太古汇，交通便捷，办公环境怡人。13.  课程优惠：员工子女报读课程可享受一定优惠（低至5折）。14.  完善的晋升机制，多通道全方位发展。15.  提供行业内有竞争力的薪酬水平。"
助高科技,数据分析实习,4398371,3k-4k,3,4,3.5,不限,"弹性工作职位描述：负责数据的录入、用户数据分析、权限管理支撑，平台日常数据统计分析及数据安全管理等工作1.计算机、通信、数学、统计学专业，大专及以上学历2.熟练应用SQL语言，熟练使用SPSS、EXCEL等统计分析软件。3.有相关新媒体工作从事经验（不限时长）；4.有一定数据分析项目经验；以下只是福利的其中一部分： 1、弹性灵活的上班时间，睡过头9点迟到这种事不用担心； 2、开明大方的老板和逗比的同事，轻松的工作环境有益身心健康； 3、双休且每周可灵活安排实习天数，实习证明,转正机会； 4、下午茶、节日福利，这些我会告诉你吗"
高奈特,高级数据分析工程师,3935675,15k-25k,15,25,20.0,3-5年,"福利好,发展空间大,培训多岗位职责：1.根据行业、项目、客户的实际情况，提炼业务需求，梳理底层数据，完成数据的融合、清洗、分析、建模等工作，高效地解决实际问题；2.社会治理领域的大数据探索和创新，包括数据集成、挖掘算法、产品设计和可视化展现等方向，不断提升该领域的大数据应用能力。岗位要求：1.硕士及以上学历（或本科学历+3年以上相关工作经验），统计、数学、计算机等相关专业；2.熟练掌握SQL（有Hadoop生态使用经验优先），掌握数据挖掘相关的编程语言；3.对数据及业务有敏感度，具备优秀的数据分析或数据挖掘技能，能够设计创新而实际的分析建模方法以解决复杂的业务问题（熟悉互联网安全或公共安全业务优先）；4.心态积极向上，乐于面对挑战。5.有团队管理能力优先"
荔枝,数据分析师,3885662,20k-30k,20,30,25.0,1-3年,"发展空间大工作职责：1、协助CFO对接尽调、IPO所需数据资料。    2、负责运营数据的分析、探讨、预测和核对。    3、对直播行业/语音行业进行宏观分析，包括政策解读、市场格局、用户行为等;    4、承担公司的用户研究项目，如竞品分析、用户需求分析、用户画像、流失用户研究、用户体验调研等。    任职要求：1、有完整的互联网公司和创业公司融资或IPO经历；    2、有一年以上移动互联网数据分析经验,具备Hadoop、Hive等大数据技术背景;    3、扎实的数学基础，包括概率／统计／代数等，熟练使用sql、excel、ppt等工具;    4、对数据有较强的敏感度，对互联网产品有强烈兴趣，具有良好的产品感，积极体验新产品，能对产品进行综合分析与评价；    5、有高度的责任感，有上进心和主动性，独立主导和统筹过项目者优先。    "
上海极达,数据分析师,4145738,5k-10k,5,10,7.5,1-3年,"福利好,待遇多,文化氛围好岗位职责: 1、梳理业务部门业务对项目以及运营与推广的业务需求，制定数据报表2、挖掘数据背后的市场方向、规律、短板，为业务提供决策依据；3、针对具体的业务事件，研究业务开拓中的局限性或亮点，进行数据分析并提出优化方案或提炼可复制的模板； 4、针对公司关键指标以及运营各业务线输出专项分析报告,及时发现问题,为项目、运营决策、用户营销、渠道推广优化等提供决策支持和优化方向。5、分析运营与推广需求，固化常规数据报表，提升数据支持运营与推广的能力 6、数据研究与分析，通过挖掘数据的内在关系，发现运营与推广中的问题，并推动问题的解决 7、满足业务方对数据的各类取、过滤、分析等需求。 职位要求：1、 数学,经济学、统计学、计算机、数据处理高度相关专业，至少1年以上互联网公司数据分析工作经验。2、 具有较强结构化思维、逻辑思维能力,优异的学习能力,3、对数据敏感,具备优秀的信息整合和分析能力，能够形成清晰的业务观点和前瞻判断，了解互联网常用的数据分析方法和思路。4、 熟练使用数据处理软件，MYSQL/SQL ,熟悉使用（Excel、SPSS、Python、R，SAS） 等任一统计分析工具；5、有BI系统实践经验优先，"
BW,数据分析师,4042177,4K-6K,4,6,5.0,不限,"人性化,氛围好,有潜力能力要求：对数据敏感，逻辑性强，有好奇心，喜欢探索；熟悉统计、概率相关理论和方法，了解数据挖掘常用算法；熟练使用R、SPSS、SAS等，至少一种数据挖掘软件；了解一种数据库系统，如Sqlserver/Oracle/MySql等；优秀的沟通、协调、团队合作精神；有撰写报告经验优先；接受应届毕业生。、工作内容：将商业问题转化为数据问题，设计方法和指标；根据分析方案完成数据收集、清洗、分析建模、结果汇报等工作；研究各行业数据应用现状，发现可能的改进方向；学习数据挖掘新技术。"
广州银行信用卡中心,数据分析师,4013666,15k-20k,15,20,17.5,3-5年,"周末双休,氛围好,五险一金,领导耐撕职位描述：1、深入了解互联网业务，建立基于业务场景的数据分析需求，解构各类业务问题并有效以数据分析进行衡量；2、充分了解数据，在遵循业务规则的前提下与业务团队作制定出最佳的数据分析策略；3、基于数据分析，与金融产品、市场、收益业以及风险主要相关方开展跨职能协作，助力相关产品/服务取得成功；4、负责大数据核心产品用户行为等分析，基于用户画像定性定量分析；5、与团队内其他成员共同设计数据分析平台，建立数据分析的流程，规范和方法。 职位要求：1、本科以上学历，经济学、统计学、计算机等和数据处理高度相关专业，3年及以上互联网公司数据分析工作经验；2、具备杰出的定量分析能力，在推动业务拓展方面拥有丰富的经验；具有优秀的商业敏感度和突出的分析能力，能够灵活利用数据，设计分析方案解决复杂的商业问题；3、擅长与内部及外部合作团队交流沟通，具有优秀的报告讲解及沟通能力，能够独立的分析和解决问题；4、有数据建模实践经验（2年以上相关工作经验）者优先，熟悉SAS者优先；5、具有较强结构化思维、逻辑思维能力，对数据敏感，具备优秀的信息整合和分析能力，能够形成清晰的业务观点和前瞻判断。"
明动软件,数据分析师,3433680,5k-10k,5,10,7.5,1-3年,"扁平化,年终奖,数据团队,定期体检岗位职责：1、负责客户、产品数据体系的建立，对数据挖掘需求的沟通、收集、整理、理解和实现。2、分析评估产品及业务需求，研究设计相应数据挖掘方案及算法，分析数据，设计方案，构建原型，快速实现对于数据分析、挖掘的需求；3、与技术人员配合，将相关分析方法进行技术实现。4、与公司其他岗位进行良好沟通，为相关项目提供支持。5、将数据分析结果应用到业务场景中，并编写数据分析报告及其他工作文档。岗位要求：1、1年数据分析等相关工作经验，本科及以上学科，计算机、统计学相关专业。2、对数据敏感，逻辑思维能力强，熟悉统计学基本原理和数据挖掘常用算法。3、熟练使用Python进行数据处理与分析建模。4、熟悉Python web框架搭建，熟悉爬虫技术、中文分词技术、特征提取等相关理论和算法。5、有一定的撰写报告和组织项目的能力。6、具备优秀的沟通、协调能力和团队合作精神。7、优秀应届生亦可考虑。公司官网及官方公众号：公司网址：www.minstone.com.cn官方微信公众号：gz_minstone 我们都有些啥？★高大上别墅办公  两栋4层办公楼，内置咖啡厅、音乐小舞台和健身房，明动爸爸一次满足你3个愿望！★我们给你保障！  优厚薪资 + 年终奖 + 五险一金 + 年度体检 + 国内旅游+ 周末双休 + 班车上班★我们一起成长！  大牛导师带领 + 部门学习分享 + 免费移动图书馆阅读 = “1+1大于2”的成长速度★我们一起玩耍！  一起嗨歌、一起尬舞、一起轰趴还是一起拍拍拍？嗨不停的兴趣活动和节日大趴，还不赶紧带上你的皮皮虾走起~★我们一起吃饭！  提供午餐补贴，24小时恒温箱，妈妈再也不担心你吃不上热腾腾的饭~★我们一起创造！  24h不间断耍宝的团队，乐于分享知（ling）识（shi）的氛围，只要你有idea，我们就一起搞！事！情！"
御银科技,数据分析工程师,4416679,5k-6k,5,6,5.5,1年以下,"周末双休,五险一金,年度体检,年度旅游【工作职责】1、协助项目项目中高级工程师进行海量数据处理，建模专题研究并完成营销运营支撑项目的数据分析工作；2、完成项目经理分配的其他日常性工作。【岗位要求】1、计算机科学与技术、统计学、应用数学相关专业本科或以上学历，考虑应届毕业生和实习生；2、懂得数据库知识，有数据处理和分析能力，对数据敏感，熟悉各类数据统计分析方法；熟悉数据库SQL结构化查询语句；了解SAS SPSS等数据挖掘工具；3、了解数据建模，如构建逻辑回归模型、决策树模型等，了解聚类分析、回归分析、相关分析等算法模型。4、具备基本的文档报告撰写能力，思路清晰，条理清楚，熟练使用PPT、EXCEL、WORD等；5、接受广东省内长期出差。"
网易游戏,高级数据分析工程师,3449114,15k-20k,15,20,17.5,3-5年,"大平台,环境好,包三餐,有班车岗位职责：1. 为游戏设计提供有价值的数据支持，并针对游戏玩家群分析定制策略；2. 深入了解游戏行业，对游戏数据建立分析模型，获得用户行为动机、目的和原因；3. 研究游戏中各系统的设定，从数据中提出更优的改进策略；4. 参与网易多款游戏的数据分析工作，为产品提供迭代开发数据支撑；岗位要求：1. 本科或以上学历，数据挖掘、机器学习、计算机、统计、数学等相关专业；2. 三年以上互联网产品数据挖掘或分析经验，有游戏行业背景优先；3.熟悉linux平台下的代码开发，精通一种以上面向对象编程语言及其思想，精通SQL；4.熟悉分布式架构，有hadoop/hive使用经验；5. 熟悉Shell/Mysql/Python相关技术者优先；6.充分的数据敏感度，能从海量数据表现中提炼核心结果，及时分析数据中隐含的变化和问题；7. 热爱网络游戏，对游戏制作有一定了解者优先；"
南都,数据分析师,4383576,10k-20k,10,20,15.0,1-3年,数据分析工作内容：挖掘并分析数据，编写数据报告及课题报告，为相关项目提供数据化支持。任职条件：1、 数学、统计学计算机软件相关专业，对数据挖掘、机器学习有一定研究，熟悉决策树、逻辑回归、SVM、神经网络等算法；2、 对数据敏感，逻辑思维能力强，熟悉统计学基本原理和数据挖掘常用算法；3、 熟练使用Python、R、SPSS、tableau、Processing中的至少一种进行数据处理与分析建模；4、 熟悉Hadoop、Hive、spark、Hbase等分布式计算平台使用；5、 对新闻敏感、熟悉新闻生产规律，拥有良好的创造力与研究力；6、 具备数据分析能力，文字能力上佳，善于新媒体思维。
手盟网络,高级数据分析师,4391343,20k-30k,20,30,25.0,3-5年,"新三板,五险一金,包餐,办公环境舒岗位职责：1、配合产品经理，负责数据底层数据梳理与架构设计，输出业务数据模型；2、协助上级主管指导团队成员，提升团队成员专业技能；3、不断了解行业发展趋势和政策变化，并将获得的新知识新资讯应用到工作中。岗位要求：1、数学、统计学本科或以上学历，4年以上相关工作经验，能熟练使用R/SQL/python等多种分析工具完成数据梳理，清洗，整合、计算、转化、提炼、画图等工作；（必备）2、有高度的数据安全意识，数据存储知识，对大批量数据有梳理和归类能力，能通过数据规律及业务需求，搭建业务数据模型；（必备）3、具备优秀的数据分析、逻辑思维、解决问题能力及高度责任心。（必备）4、有数据产品经验及游戏行业同等岗位经验者优先考虑。（加分）"
